author,datasets_cited,num_datasets
"Gan Huang, Zhenxing Hu, Weize Chen, Shaorong Zhang, Zhen Liang, Linling Li, Li Zhang, Zhiguo Zhang","nm000103,nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000132,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000153,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000216,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000311,nm000313,nm000321,nm000323,nm000329,nm000338,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005505,on005506,on005507,on005508,on005511,on005515,on005594,on005620,on005857,on006126,on006386,on006840,on007052,on007056,on007058,on007069,on007096,on007137,on007139,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",136
"Magnus Liebherr, Andrew W. Corcoran, Phillip M. Alday, Scott W. Coussens, Valeria Bellan, Caitlin A. Howlett, Maarten A. Immink, Mark J Kohler, Matthias Schlesewsky, Ina Bornkessel‐Schlesewsky","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003039,on003620,on004324,on004395,on004541,on004951,on005307,on005403,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",117
"Petr Nejedlý, Václav Křemen, Vladimir Sladky, Jan Cimbálník, Petr Klimeš, Filip Plešinger, Filip Mívalt, Vojtěch Trávníček, Ivo Viščor, Martin Pail, Josef Halámek, Benjamin H. Brinkmann, Milan Brázdil, Pavel Jurák, Gregory A. Worrell","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003029,on003352,on003498,on003876,on004324,on004395,on004473,on004541,on004951,on004993,on005307,on005403,on005406,on005494,on005594,on005620,on005624,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",125
"Darinka Trübutschek, Yufang Yang, Claudia Gianelli, Elena Čėsnaitė, Nastassja Lopes Fischer, Mikkel C. Vinding, Tom R. Marshall, Johannes Algermissen, Annalisa Pascarella, Tuomas Puoliväli, Andrea Vitale, Niko A. Busch, Gustav Nilsonne","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",116
"Kay A. Robbins, Dung Truong, Stefan Appelhoff, Arnaud Delorme, Scott Makeig","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on000117,on002718,on002778,on003029,on003352,on003392,on003498,on003645,on003703,on003876,on003922,on004012,on004118,on004119,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005406,on005494,on005594,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008465,on008701",144
"Meng Gu, Weihua Pei, Xiaorong Gao, Yijun Wang","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000126,nm000128,nm000129,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000323,nm000329,nm000338,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",121
"Henrik Heitmann, Cristina Gil Ávila, Moritz M. Nickel, Son Ta Dinh, Elisabeth S. May, Laura Tiemann, Vanessa D. Hohn, Thomas Rudolf Tölle, Markus Ploner","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000144,nm000157,nm000166,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000246,nm000247,nm000252,nm000257,nm000259,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004395,on004541,on004951,on005307,on005403,on005620,on005857,on006126,on006386,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",95
"Li Ping Dong, Jianfu Li, Qiunan Zou, Yufan Zhang, Lingling Zhao, Xin Wen, Jinnan Gong, Fali Li, Tiejun Liu, Alan Charles Evans, Pedro Antonio Valdes-Sosa, Dezhong Yao","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",115
"Christopher Johnson Markiewicz, Krzysztof J. Gorgolewski, Franklin W. Feingold, Ross W. Blair, Yaroslav O. Halchenko, Eric F. Miller, Nell Hardcastle, Joe Wexler, Oscar Estéban, Mathias Goncalves, Anita S. Jwa, Russell Alan Poldrack","nm000115,nm000121,nm000122,nm000123,nm000125,nm000130,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000209,nm000210,nm000212,nm000218,nm000219,nm000221,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on000117,on002718,on002778,on003029,on003352,on003392,on003498,on003703,on003876,on003922,on004012,on004324,on004346,on004395,on004473,on004541,on004951,on004993,on004998,on005241,on005261,on005307,on005403,on005494,on005594,on005620,on005624,on005810,on005857,on006035,on006126,on006386,on006629,on006720,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007523,on007524,on007615,on007895,on008701",131
Seokho Yun,"nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000142,nm000144,nm000157,nm000166,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000231,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",101
"Alberto Jaramillo-Jiménez, Diego Tovar, Johann Alexis Ospina Galindez, Yorguin-Jose Mantilla-Ramos, Daniel Loaiza-López, Verónica Henao Isaza, Luisa María Zapata Saldarriaga, Valeria Cadavid Castro, Jazmín Ximena Suárez-Revelo, Yamile Bocanegra, Francisco Javier Lopera, David Antonio Pineda-Salazar, Carlos Tobón, John Fredy Ochoa-Gómez, Miguel Germán Borda, Dag Aarsland, Laura Bonanni, Kolbjørn Brønnick","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000140,nm000141,nm000142,nm000143,nm000144,nm000146,nm000148,nm000157,nm000166,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004118,on004119,on004395,on004541,on004951,on005307,on005403,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",108
"Yuri G. Pavlov, Dauren Kasanov, Alexandra I. Kosachenko, Alexander I. Kotyusov, Niko A. Busch","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003655,on003838,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",119
"E. Gkintoni, C. Halkiopoulos","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005571,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",118
"Stephan Getzmann, Patrick D. Gajewski, Daniel A. Schneider, Edmund Wascher","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005385,on005403,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",116
"Daeun Gwon, Kyungho Won, Minseok Song, Chang  Soo Nam, Sung Chan Jun, Minkyu Ahn","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000137,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000173,nm000174,nm000178,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000311,nm000313,nm000321,nm000323,nm000329,nm000338,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",121
"George Arthur Buzzell, Santiago Omar Caballero Morales, Emilio A. Valadez, Sabine Hunnius, Nathan A. Fox","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000329,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on003710,on004324,on004395,on004541,on004951,on005307,on005403,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008701",116
"Young-Eun Lee, Gi-Hwan Shin, Minji Lee, Seong–Whan Lee","nm000115,nm000121,nm000122,nm000123,nm000124,nm000125,nm000128,nm000130,nm000131,nm000136,nm000139,nm000140,nm000141,nm000142,nm000143,nm000144,nm000145,nm000146,nm000148,nm000151,nm000152,nm000157,nm000166,nm000167,nm000168,nm000169,nm000170,nm000172,nm000174,nm000179,nm000180,nm000181,nm000184,nm000186,nm000187,nm000188,nm000191,nm000194,nm000197,nm000198,nm000200,nm000201,nm000202,nm000204,nm000205,nm000207,nm000208,nm000209,nm000210,nm000212,nm000213,nm000218,nm000219,nm000221,nm000222,nm000223,nm000224,nm000227,nm000231,nm000234,nm000235,nm000236,nm000237,nm000239,nm000240,nm000242,nm000244,nm000245,nm000246,nm000247,nm000252,nm000257,nm000258,nm000259,nm000261,nm000262,nm000263,nm000265,nm000268,nm000269,nm000273,nm000301,nm000310,nm000313,nm000321,nm000323,nm000329,nm000338,nm000339,nm000340,nm000341,nm000343,nm000348,nm000351,on002778,on004324,on004395,on004541,on004951,on005307,on005403,on005406,on005594,on005620,on005857,on006126,on006386,on006840,on007058,on007169,on007172,on007262,on007338,on007358,on007454,on007615,on007895,on008465,on008701",119
